label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
music,-0.004172,-0.000018,0.002858,0.124435,-0.127307,0.031744,0.168377,-0.247409,0.052218,0.130403,-0.357909,0.045710,0.056028,-0.407888,0.055645,0.154886,-0.494287,0.024424,0.149721,-0.742537,0.020244,0.142178,-0.866808,0.036118,0.145138,-0.981234,0.050691,0.031848,-0.506378,0.008286,-0.004158,-0.765071,0.030278,-0.041530,-0.894355,0.018504,-0.053203,-1.000691,0.033889,-0.070169,-0.478117,-0.007508,-0.095227,-0.550522,0.009269,-0.089709,-0.483102,0.019502,-0.065676,-0.397126,0.036927,-0.171015,-0.427988,-0.010020,-0.179236,-0.442847,0.021070,-0.176612,-0.381294,0.050563,-0.145629,-0.317940,0.060448
music,0.006470,0.016447,-0.000198,0.116314,-0.116790,0.032750,0.166052,-0.241479,0.045608,0.136067,-0.358538,0.045853,0.060925,-0.399155,0.064304,0.140646,-0.487688,0.018174,0.152669,-0.741502,0.029627,0.147789,-0.875527,0.034094,0.150224,-0.982233,0.055235,0.027438,-0.515927,0.011336,-0.030407,-0.756052,0.027458,-0.047251,-0.897724,0.030181,-0.046972,-1.001076,0.032198,-0.080924,-0.485144,-0.015983,-0.109937,-0.550668,0.017601,-0.079956,-0.465279,0.009170,-0.061216,-0.405723,0.025041,-0.171301,-0.433206,-0.016793,-0.179383,-0.449641,0.017863,-0.163010,-0.366494,0.044086,-0.157319,-0.315619,0.065432
music,0.000000,0.000000,0.000000,0.126104,-0.122343,0.023502,0.174688,-0.258936,0.030780,0.129216,-0.360268,0.031083,0.060103,-0.410875,0.029928,0.140039,-0.493209,0.004194,0.147561,-0.740056,0.004874,0.148521,-0.878053,0.010490,0.148810,-0.983395,0.019065,0.027544,-0.518600,-0.010770,-0.014192,-0.756315,0.000438,-0.038998,-0.900466,0.002318,-0.053836,-1.000000,0.005199,-0.076713,-0.489289,-0.019891,-0.104157,-0.551008,-0.006780,-0.084838,-0.473465,-0.000196,-0.070450,-0.393944,0.009991,-0.172192,-0.433147,-0.027885,-0.184510,-0.436078,-0.005718,-0.168228,-0.368821,0.016640,-0.155290,-0.306977,0.039103
music,-0.001820,-0.001304,-0.002429,0.120487,-0.116576,0.016371,0.174804,-0.260988,0.034017,0.125954,-0.365193,0.030125,0.059109,-0.410964,0.021358,0.143851,-0.495302,0.008701,0.154601,-0.732871,0.002144,0.147092,-0.885604,0.005856,0.148374,-0.978387,0.018760,0.029838,-0.519084,-0.013674,-0.025948,-0.760081,-0.010783,-0.040482,-0.895105,0.000367,-0.054214,-0.993603,0.004978,-0.072097,-0.484995,-0.013521,-0.108867,-0.548947,-0.008199,-0.099062,-0.473202,0.002465,-0.069406,-0.396632,0.002028,-0.175057,-0.423487,-0.026825,-0.186368,-0.438203,-0.012330,-0.171000,-0.360075,0.018979,-0.157632,-0.309175,0.045769
music,-0.003774,0.002271,-0.012081,0.125291,-0.119974,0.027837,0.174701,-0.254865,0.017214,0.134284,-0.362108,0.033672,0.059461,-0.412601,0.023274,0.135249,-0.500373,0.003009,0.153015,-0.732744,-0.000128,0.156582,-0.873244,0.002158,0.149134,-0.979907,0.019701,0.028555,-0.518946,-0.010307,-0.006741,-0.750170,0.001776,-0.037773,-0.895791,0.006336,-0.047876,-0.995776,0.002251,-0.071887,-0.479560,-0.019263,-0.112931,-0.553443,-0.001843,-0.092568,-0.467034,-0.011389,-0.068548,-0.374430,-0.001112,-0.176486,-0.433080,-0.029432,-0.188103,-0.441852,-0.004367,-0.181818,-0.373843,0.017016,-0.148012,-0.312330,0.046727
music,-0.006136,0.009193,0.004039,0.122750,-0.114797,0.020771,0.170509,-0.263089,0.029245,0.128539,-0.363910,0.031311,0.063467,-0.407352,0.028980,0.142235,-0.494796,0.001572,0.151041,-0.734115,0.008254,0.153537,-0.881913,-0.001720,0.151082,-0.972249,0.025560,0.035702,-0.522770,-0.015634,-0.002714,-0.752325,0.005145,-0.043001,-0.908402,0.004503,-0.061416,-0.989582,0.004212,-0.069084,-0.490180,-0.017097,-0.112409,-0.544871,0.003659,-0.091547,-0.477569,0.005911,-0.061994,-0.405181,0.001407,-0.161627,-0.428664,-0.029014,-0.186971,-0.442851,-0.008190,-0.167007,-0.362880,0.019064,-0.156595,-0.315080,0.042135
music,0.000000,0.000000,0.000000,0.123022,-0.119968,0.037561,0.171287,-0.255466,0.056746,0.133079,-0.360863,0.067994,0.069294,-0.416528,0.077999,0.140145,-0.488332,0.026874,0.146711,-0.737774,0.042435,0.146356,-0.874069,0.058174,0.146932,-0.977391,0.073414,0.030106,-0.515402,0.012037,-0.014995,-0.756958,0.035747,-0.041203,-0.902396,0.044202,-0.056260,-1.000000,0.051491,-0.072903,-0.487447,0.004087,-0.106811,-0.551410,0.029884,-0.089074,-0.473536,0.037883,-0.075801,-0.394554,0.047645,-0.170618,-0.433350,-0.001475,-0.184532,-0.438086,0.032194,-0.170529,-0.368494,0.056620,-0.158574,-0.303955,0.079202
music,0.001420,0.007334,-0.015055,0.119931,-0.125582,0.037158,0.177909,-0.261397,0.057804,0.124223,-0.366162,0.064471,0.067953,-0.406549,0.077137,0.139823,-0.487740,0.027297,0.149479,-0.742194,0.048610,0.148488,-0.873468,0.060355,0.147303,-0.971417,0.069868,0.030533,-0.521398,0.021258,-0.010075,-0.753020,0.039915,-0.046501,-0.907207,0.045262,-0.059970,-0.997901,0.054403,-0.068332,-0.482725,0.002066,-0.105117,-0.549884,0.036398,-0.096495,-0.480430,0.034922,-0.074748,-0.399440,0.038012,-0.167870,-0.434088,0.004406,-0.175776,-0.438296,0.036292,-0.174616,-0.373800,0.055225,-0.161406,-0.305895,0.081465
music,-0.002898,-0.005182,-0.004102,0.117751,-0.121268,0.040062,0.168770,-0.253863,0.065900,0.133251,-0.365402,0.065020,0.074907,-0.408414,0.076521,0.145889,-0.499346,0.026719,0.145289,-0.742223,0.041017,0.142155,-0.872590,0.059049,0.146183,-0.981370,0.074225,0.030785,-0.515437,0.012080,-0.009659,-0.758431,0.034468,-0.040836,-0.900445,0.039864,-0.054279,-1.000867,0.048969,-0.064935,-0.486549,-0.003773,-0.108819,-0.543981,0.032501,-0.088361,-0.466840,0.048294,-0.078484,-0.403660,0.058372,-0.182551,-0.436919,-0.005009,-0.198576,-0.440878,0.035024,-0.169498,-0.368886,0.048534,-0.166172,-0.313416,0.074669
music,0.012880,0.005492,0.011015,0.113965,-0.116864,0.030884,0.168130,-0.253920,0.056308,0.137594,-0.364434,0.067764,0.066910,-0.420050,0.076619,0.139697,-0.485041,0.021159,0.150460,-0.739981,0.039955,0.133223,-0.862746,0.056488,0.143555,-0.978771,0.072509,0.035519,-0.514588,0.005939,-0.008732,-0.762776,0.037717,-0.037123,-0.908804,0.040432,-0.059645,-0.998552,0.056925,-0.074455,-0.489708,-0.002061,-0.116715,-0.548299,0.039726,-0.094018,-0.478568,0.027585,-0.080722,-0.393114,0.048843,-0.173692,-0.440017,0.005898,-0.186374,-0.436476,0.042793,-0.174085,-0.363703,0.057186,-0.154822,-0.306758,0.077792
music,0.000000,0.000000,0.000000,0.123274,-0.122866,0.026571,0.173358,-0.254073,0.030508,0.133025,-0.354408,0.026890,0.069175,-0.407170,0.021684,0.141889,-0.486592,-0.005375,0.148425,-0.734780,-0.009706,0.150848,-0.872480,-0.006271,0.153289,-0.977459,0.001187,0.031955,-0.512015,-0.024004,-0.012479,-0.755578,-0.018461,-0.038598,-0.901467,-0.016667,-0.054034,-1.000000,-0.013449,-0.071607,-0.484183,-0.035713,-0.096637,-0.555023,-0.023977,-0.077609,-0.482215,-0.011933,-0.064710,-0.404712,0.001742,-0.165377,-0.427340,-0.046256,-0.172188,-0.441591,-0.022967,-0.156231,-0.378278,0.004283,-0.145784,-0.317223,0.030177
music,0.005856,0.000077,0.007006,0.126529,-0.127774,0.024744,0.179302,-0.249653,0.028237,0.142264,-0.360675,0.030697,0.068142,-0.401166,0.016928,0.149831,-0.476564,-0.007586,0.138779,-0.735331,0.006751,0.148000,-0.869494,-0.010602,0.155125,-0.980750,0.006275,0.023248,-0.509706,-0.021913,-0.012036,-0.760329,-0.022964,-0.041612,-0.902865,-0.022971,-0.055391,-0.996879,-0.016141,-0.071905,-0.480347,-0.031514,-0.100733,-0.559925,-0.020973,-0.070804,-0.489085,-0.014201,-0.070807,-0.397682,-0.000266,-0.154162,-0.424551,-0.048436,-0.170511,-0.439622,-0.020024,-0.160604,-0.381516,-0.002478,-0.146548,-0.326722,0.028278
music,0.003123,0.001435,-0.000841,0.118348,-0.111129,0.035338,0.165360,-0.270514,0.031673,0.132080,-0.352194,0.026107,0.065285,-0.397771,0.019559,0.137437,-0.479102,-0.007851,0.153663,-0.735090,-0.019289,0.157566,-0.883233,-0.001427,0.151306,-0.969875,0.003425,0.031459,-0.512116,-0.020026,-0.009233,-0.745665,-0.017392,-0.035107,-0.899713,-0.009823,-0.051938,-1.003873,-0.013033,-0.061113,-0.482879,-0.040862,-0.083093,-0.566636,-0.020746,-0.079002,-0.493763,-0.008876,-0.064071,-0.397062,0.011515,-0.165272,-0.435054,-0.045800,-0.168708,-0.447785,-0.036617,-0.155467,-0.375481,0.001690,-0.131242,-0.320890,0.033010
music,-0.009363,0.006516,-0.004740,0.123294,-0.119134,0.025367,0.172114,-0.259152,0.027541,0.139751,-0.357078,0.033089,0.067399,-0.398471,0.016863,0.134089,-0.483201,-0.006750,0.158003,-0.730857,-0.009878,0.170621,-0.867553,-0.006981,0.155094,-0.983303,0.001894,0.036645,-0.518394,-0.032262,-0.005888,-0.748369,-0.020992,-0.045148,-0.915631,-0.017248,-0.049461,-0.987381,-0.006896,-0.069331,-0.489124,-0.034342,-0.106080,-0.556715,-0.034912,-0.073215,-0.475983,-0.007530,-0.068259,-0.408007,-0.002503,-0.159445,-0.426891,-0.037541,-0.160319,-0.446214,-0.019587,-0.153880,-0.371951,0.015980,-0.140925,-0.313698,0.045246
music,0.000000,0.000000,0.000000,0.107991,-0.162079,0.004408,0.129070,-0.314108,-0.009990,0.057633,-0.425135,-0.027536,-0.011414,-0.481034,-0.044788,0.088786,-0.492281,-0.057475,0.115484,-0.743238,-0.092126,0.121047,-0.892004,-0.105438,0.122605,-1.000000,-0.106345,-0.024065,-0.492908,-0.069056,-0.072787,-0.730411,-0.091560,-0.108734,-0.881724,-0.097145,-0.137740,-0.986404,-0.095554,-0.116042,-0.445684,-0.073967,-0.121444,-0.504434,-0.082393,-0.089256,-0.447078,-0.069179,-0.070591,-0.379486,-0.050431,-0.193760,-0.374007,-0.079350,-0.171375,-0.385099,-0.068163,-0.145162,-0.336741,-0.041616,-0.130832,-0.286911,-0.013722
music,0.004052,0.002994,-0.006792,0.101209,-0.150053,0.010893,0.134083,-0.317594,-0.013826,0.052087,-0.417042,-0.030174,-0.016129,-0.477373,-0.044629,0.090997,-0.485066,-0.056218,0.124887,-0.742286,-0.087594,0.118283,-0.896227,-0.096242,0.118400,-1.007710,-0.115957,-0.030908,-0.488366,-0.074582,-0.077984,-0.717704,-0.096392,-0.115350,-0.878562,-0.081637,-0.140436,-0.979147,-0.095213,-0.114815,-0.444156,-0.075782,-0.115497,-0.500578,-0.083460,-0.099600,-0.436302,-0.064472,-0.071244,-0.390094,-0.035189,-0.198474,-0.385815,-0.087157,-0.171039,-0.389174,-0.070176,-0.135877,-0.338317,-0.036881,-0.133115,-0.286489,-0.016835
music,0.003194,-0.000421,0.005243,0.104188,-0.162192,-0.003636,0.125205,-0.309656,0.002250,0.049912,-0.422930,-0.033710,-0.016388,-0.471662,-0.039195,0.087148,-0.494257,-0.060967,0.112433,-0.746164,-0.096274,0.135901,-0.890641,-0.108073,0.122586,-1.004428,-0.111507,-0.031866,-0.504674,-0.068356,-0.076803,-0.739317,-0.081357,-0.114145,-0.878378,-0.092344,-0.138935,-0.979724,-0.089154,-0.111559,-0.435712,-0.074983,-0.119557,-0.509568,-0.082934,-0.098428,-0.447854,-0.062422,-0.066905,-0.376657,-0.053963,-0.190966,-0.379375,-0.082270,-0.171714,-0.385684,-0.054236,-0.155368,-0.329159,-0.036316,-0.124753,-0.280969,-0.012802
music,0.003071,-0.007404,0.009117,0.104926,-0.165771,0.004018,0.133635,-0.307141,-0.003573,0.062578,-0.429397,-0.039340,-0.013572,-0.474102,-0.035551,0.089366,-0.490720,-0.052035,0.124846,-0.744678,-0.090524,0.127761,-0.907703,-0.104604,0.125970,-1.003161,-0.097487,-0.024090,-0.493081,-0.071845,-0.078180,-0.730085,-0.094958,-0.108845,-0.872079,-0.086956,-0.152375,-0.982152,-0.089494,-0.105985,-0.436049,-0.083409,-0.131659,-0.517915,-0.074183,-0.093387,-0.463262,-0.075037,-0.068965,-0.379514,-0.050559,-0.200693,-0.374360,-0.077645,-0.169664,-0.378620,-0.065429,-0.142939,-0.337340,-0.038481,-0.122522,-0.294534,-0.013764
music,0.000000,0.000000,0.000000,0.117815,-0.146560,-0.003062,0.143428,-0.306511,-0.016042,0.068090,-0.420738,-0.029801,-0.009110,-0.472855,-0.043128,0.102149,-0.481516,-0.057908,0.124169,-0.737631,-0.083596,0.132490,-0.883533,-0.089889,0.137367,-0.990670,-0.086415,-0.012111,-0.485187,-0.064326,-0.051102,-0.733130,-0.081168,-0.078636,-0.890523,-0.086447,-0.099457,-1.000000,-0.085154,-0.105162,-0.445942,-0.064363,-0.102174,-0.518582,-0.069859,-0.072267,-0.456453,-0.059423,-0.055907,-0.386915,-0.043173,-0.181740,-0.386211,-0.064973,-0.156427,-0.409626,-0.052035,-0.132385,-0.358044,-0.026861,-0.121393,-0.305501,-0.000832
music,-0.011277,-0.004456,-0.010905,0.117640,-0.148293,-0.004685,0.153376,-0.295461,-0.008908,0.067129,-0.413372,-0.028993,-0.003590,-0.474242,-0.045580,0.098971,-0.478793,-0.060015,0.122661,-0.732193,-0.087291,0.130440,-0.871705,-0.081927,0.131456,-0.982344,-0.096307,-0.008894,-0.467266,-0.069876,-0.053602,-0.737623,-0.081647,-0.072365,-0.890915,-0.083078,-0.102999,-0.997489,-0.083321,-0.103475,-0.444449,-0.057181,-0.101502,-0.513692,-0.081680,-0.079190,-0.457640,-0.054025,-0.054647,-0.393270,-0.046007,-0.186270,-0.374526,-0.063721,-0.156555,-0.418143,-0.045829,-0.129160,-0.357394,-0.030875,-0.125219,-0.296038,0.001157
music,0.003996,0.010833,-0.000377,0.118591,-0.144921,-0.022136,0.142562,-0.309262,-0.013987,0.061442,-0.418700,-0.030795,-0.008990,-0.476993,-0.032121,0.101723,-0.484594,-0.062625,0.131700,-0.732174,-0.075153,0.129742,-0.876847,-0.079024,0.131735,-0.983730,-0.081300,-0.004233,-0.499841,-0.058222,-0.053306,-0.727038,-0.077912,-0.080672,-0.878900,-0.082515,-0.107379,-1.006780,-0.090127,-0.104206,-0.457868,-0.057064,-0.108646,-0.524906,-0.062146,-0.076322,-0.454074,-0.054799,-0.050606,-0.389109,-0.039476,-0.180372,-0.388571,-0.059947,-0.159290,-0.412411,-0.052202,-0.128040,-0.368510,-0.020392,-0.121773,-0.307147,-0.002342
music,0.004284,0.002346,-0.006140,0.111973,-0.149229,-0.003220,0.140621,-0.304793,-0.011415,0.060096,-0.421217,-0.032883,-0.021496,-0.467112,-0.036453,0.099385,-0.482583,-0.056665,0.133916,-0.743033,-0.084397,0.133466,-0.879425,-0.088710,0.131978,-1.001675,-0.087642,-0.014783,-0.479494,-0.052288,-0.054965,-0.726697,-0.083372,-0.085057,-0.890337,-0.096343,-0.097400,-1.007024,-0.087065,-0.102948,-0.450289,-0.068437,-0.105109,-0.524105,-0.075550,-0.073331,-0.463414,-0.066805,-0.059673,-0.390460,-0.038575,-0.180596,-0.394604,-0.062198,-0.162174,-0.398953,-0.059243,-0.126283,-0.353601,-0.038222,-0.109927,-0.305357,-0.007669
music,0.000000,0.000000,0.000000,0.116540,-0.147642,0.018785,0.143725,-0.297592,0.018807,0.076422,-0.413685,0.015096,0.006935,-0.465511,0.011954,0.097713,-0.478488,-0.029351,0.115469,-0.729493,-0.043722,0.119997,-0.870046,-0.043421,0.122253,-0.974050,-0.035624,-0.015434,-0.488255,-0.039750,-0.054100,-0.738077,-0.045778,-0.082045,-0.893269,-0.043937,-0.104866,-1.000000,-0.037385,-0.107749,-0.450929,-0.042107,-0.108076,-0.517592,-0.030551,-0.077935,-0.463114,-0.013190,-0.062588,-0.396730,0.006043,-0.185248,-0.387710,-0.043925,-0.164056,-0.413693,-0.011953,-0.141623,-0.365835,0.021876,-0.128886,-0.310614,0.052522
music,-0.000696,-0.010472,0.004312,0.116711,-0.150589,0.020204,0.140179,-0.296078,0.018051,0.068001,-0.412023,0.012517,0.008570,-0.469653,0.006778,0.103967,-0.479775,-0.039048,0.115173,-0.727662,-0.054443,0.127468,-0.874421,-0.044895,0.125348,-0.974182,-0.036425,-0.016897,-0.496628,-0.045641,-0.057399,-0.743983,-0.042580,-0.090332,-0.892702,-0.041090,-0.117887,-0.998464,-0.038343,-0.108149,-0.452627,-0.037951,-0.104113,-0.513366,-0.027982,-0.072006,-0.468445,-0.022855,-0.061020,-0.405898,0.010629,-0.170398,-0.394223,-0.048063,-0.166235,-0.408076,-0.005822,-0.133450,-0.368317,0.013227,-0.130012,-0.317171,0.049136
music,0.003372,0.005899,-0.005798,0.126165,-0.141735,0.014619,0.141057,-0.293838,0.021328,0.082663,-0.421081,0.018719,0.017521,-0.466397,0.016785,0.107753,-0.473223,-0.027123,0.118069,-0.726486,-0.041032,0.100241,-0.873890,-0.045556,0.118693,-0.974629,-0.033478,-0.019228,-0.484423,-0.048238,-0.051067,-0.749804,-0.039617,-0.078604,-0.906062,-0.038908,-0.105574,-1.004555,-0.042482,-0.108666,-0.449647,-0.037321,-0.119452,-0.513712,-0.032572,-0.081429,-0.466384,-0.008754,-0.068315,-0.396822,-0.001383,-0.185156,-0.388058,-0.043003,-0.160417,-0.417009,-0.004295,-0.138838,-0.367042,0.022990,-0.133826,-0.309604,0.055882
music,-0.002384,-0.002879,-0.009000,0.121448,-0.139499,0.023397,0.143330,-0.296874,0.015646,0.073250,-0.408064,0.015996,0.017110,-0.473445,0.007243,0.097754,-0.493900,-0.031140,0.119457,-0.733639,-0.050382,0.119084,-0.873498,-0.056281,0.127229,-0.970852,-0.032925,-0.010013,-0.489361,-0.050416,-0.054461,-0.748052,-0.026904,-0.078031,-0.887229,-0.046931,-0.104745,-1.003756,-0.052024,-0.109311,-0.453748,-0.042489,-0.109706,-0.515897,-0.028115,-0.075509,-0.457673,-0.023106,-0.063428,-0.399092,0.006112,-0.182137,-0.385860,-0.046801,-0.159357,-0.420311,-0.018695,-0.139084,-0.356622,0.017980,-0.133453,-0.313616,0.055658
music,0.000000,0.000000,0.000000,0.117796,-0.142962,0.005517,0.144961,-0.290095,0.000083,0.077280,-0.394729,-0.008140,0.002070,-0.440979,-0.016049,0.102378,-0.480335,-0.032359,0.119911,-0.730650,-0.045894,0.124651,-0.869964,-0.046099,0.125559,-0.974290,-0.039247,-0.010770,-0.490956,-0.041194,-0.048230,-0.736909,-0.045659,-0.076114,-0.891341,-0.047181,-0.097661,-1.000000,-0.043959,-0.104333,-0.453412,-0.044026,-0.101116,-0.520846,-0.040835,-0.073308,-0.457800,-0.032207,-0.058966,-0.387682,-0.017992,-0.182989,-0.392890,-0.046893,-0.160163,-0.412286,-0.027203,-0.137246,-0.361222,-0.001257,-0.126246,-0.307561,0.024622
music,0.008547,-0.016545,0.006293,0.120595,-0.144552,-0.000676,0.135042,-0.286368,0.006625,0.071775,-0.399442,-0.003465,0.004807,-0.438324,-0.011864,0.105916,-0.491193,-0.031472,0.118587,-0.729250,-0.044113,0.123524,-0.868330,-0.036603,0.129340,-0.970831,-0.039052,-0.002718,-0.491139,-0.037117,-0.059061,-0.743928,-0.052342,-0.071593,-0.905919,-0.052527,-0.098293,-0.999317,-0.049542,-0.114493,-0.453291,-0.044892,-0.105453,-0.519313,-0.038839,-0.076745,-0.456653,-0.029303,-0.065456,-0.386414,-0.012836,-0.177446,-0.395185,-0.042044,-0.160615,-0.414250,-0.030779,-0.143566,-0.355751,-0.002981,-0.118449,-0.304466,0.034051
music,0.004571,-0.001602,-0.006634,0.110472,-0.147191,0.006617,0.141954,-0.283614,-0.006477,0.088779,-0.383844,-0.005242,-0.006255,-0.438519,-0.006242,0.090916,-0.497086,-0.034983,0.111050,-0.732056,-0.056515,0.109789,-0.857357,-0.044650,0.121464,-0.975421,-0.041649,-0.011423,-0.494025,-0.046054,-0.041712,-0.749534,-0.041323,-0.068468,-0.894050,-0.043823,-0.103486,-1.002978,-0.044200,-0.099823,-0.454744,-0.042883,-0.101651,-0.522676,-0.054172,-0.081492,-0.465771,-0.030975,-0.057002,-0.381682,-0.019407,-0.180261,-0.391933,-0.042613,-0.157357,-0.422103,-0.021971,-0.134795,-0.352250,-0.005407,-0.132722,-0.300277,0.028612
music,-0.007718,-0.001894,0.002746,0.107252,-0.147355,0.003582,0.141397,-0.292429,0.008908,0.085918,-0.399374,-0.010972,0.000619,-0.442719,-0.005997,0.104925,-0.487023,-0.033147,0.135493,-0.730464,-0.036476,0.128025,-0.868965,-0.052129,0.119621,-0.971489,-0.046091,-0.011698,-0.499542,-0.033966,-0.038354,-0.740680,-0.034589,-0.080313,-0.896495,-0.045680,-0.101572,-1.006049,-0.033383,-0.103179,-0.453810,-0.036079,-0.104022,-0.528764,-0.043308,-0.066831,-0.464179,-0.034944,-0.054212,-0.389966,-0.015680,-0.186628,-0.392044,-0.042363,-0.164829,-0.421638,-0.026329,-0.137917,-0.364563,-0.003563,-0.121561,-0.307882,0.026239
music,0.000000,0.000000,0.000000,0.122062,-0.141583,0.005504,0.150943,-0.290752,0.000928,0.081000,-0.401093,-0.005122,0.006085,-0.451396,-0.010391,0.102501,-0.480615,-0.034738,0.123421,-0.733379,-0.047502,0.129474,-0.872578,-0.046162,0.131056,-0.977488,-0.038052,-0.013564,-0.491902,-0.040673,-0.047699,-0.741312,-0.044299,-0.074384,-0.893509,-0.043350,-0.096368,-1.000000,-0.038030,-0.107006,-0.456201,-0.040217,-0.099445,-0.522426,-0.034715,-0.068349,-0.462179,-0.025008,-0.052900,-0.391636,-0.010255,-0.183373,-0.397303,-0.039683,-0.157934,-0.413765,-0.018303,-0.132752,-0.364102,0.007318,-0.120350,-0.309564,0.033130
music,-0.003385,-0.001253,-0.010819,0.115846,-0.147367,0.004667,0.152543,-0.297552,0.002403,0.080073,-0.403966,0.000374,0.009486,-0.469054,-0.002838,0.104414,-0.490176,-0.036186,0.113750,-0.731993,-0.055773,0.118600,-0.880090,-0.044331,0.122818,-0.984637,-0.026896,-0.010124,-0.499854,-0.037815,-0.046109,-0.748325,-0.035167,-0.075618,-0.886767,-0.050274,-0.086620,-1.012724,-0.041943,-0.098671,-0.448126,-0.045343,-0.103793,-0.525995,-0.049579,-0.071381,-0.456798,-0.026047,-0.059894,-0.392411,-0.006271,-0.186016,-0.394850,-0.031288,-0.148354,-0.412373,-0.026739,-0.135389,-0.367013,0.003687,-0.119779,-0.304954,0.033520
music,-0.001779,0.006130,-0.003051,0.111393,-0.144702,0.004014,0.139169,-0.292065,0.004838,0.084653,-0.397515,-0.008864,0.003040,-0.464833,-0.004903,0.105572,-0.486510,-0.036132,0.130671,-0.734625,-0.039238,0.131747,-0.871634,-0.051415,0.136615,-0.979146,-0.031808,-0.021002,-0.483910,-0.041142,-0.048265,-0.747639,-0.036410,-0.082259,-0.894303,-0.031795,-0.104754,-0.992592,-0.035925,-0.103071,-0.461937,-0.018797,-0.100328,-0.517355,-0.029704,-0.070274,-0.467215,-0.025446,-0.061439,-0.393646,-0.016481,-0.177346,-0.396514,-0.035272,-0.164124,-0.402348,-0.019367,-0.135045,-0.348403,0.001059,-0.123353,-0.312275,0.041558
music,0.010633,0.000864,0.001021,0.114673,-0.141575,0.002262,0.135308,-0.287788,-0.003745,0.090787,-0.405331,-0.008463,0.013277,-0.452871,-0.001065,0.104946,-0.469476,-0.035481,0.118635,-0.732252,-0.035610,0.136147,-0.861695,-0.045859,0.130318,-0.986465,-0.037594,-0.005359,-0.487479,-0.047126,-0.048315,-0.744201,-0.041176,-0.073479,-0.891910,-0.044094,-0.100232,-1.008281,-0.037618,-0.113150,-0.445029,-0.041652,-0.098518,-0.526615,-0.034775,-0.079664,-0.453618,-0.030162,-0.048583,-0.392107,-0.003947,-0.182668,-0.397884,-0.040065,-0.164099,-0.423040,-0.015295,-0.131506,-0.360640,0.010940,-0.133151,-0.305622,0.024794
music,0.000000,0.000000,0.000000,0.120610,-0.143442,0.014034,0.149606,-0.287309,0.015600,0.082360,-0.394397,0.013274,0.008885,-0.443350,0.010786,0.103768,-0.488281,-0.014022,0.123512,-0.737953,-0.018708,0.129445,-0.876367,-0.015164,0.131815,-0.981647,-0.006555,-0.011494,-0.499607,-0.022750,-0.047406,-0.745825,-0.016154,-0.076249,-0.895240,-0.013846,-0.099404,-1.000000,-0.009399,-0.106443,-0.460254,-0.025209,-0.104023,-0.528782,-0.011463,-0.075843,-0.461781,-0.001570,-0.061800,-0.388416,0.011495,-0.186468,-0.397169,-0.027190,-0.167551,-0.416250,-0.000016,-0.145091,-0.360686,0.027419,-0.132822,-0.302738,0.053412
music,-0.004147,-0.006200,-0.003359,0.118669,-0.132820,0.012990,0.148697,-0.286236,0.020039,0.082952,-0.387619,0.015511,0.016214,-0.449385,0.008348,0.111435,-0.499898,-0.003557,0.134337,-0.731240,-0.023050,0.126388,-0.881200,-0.006692,0.123084,-0.975625,-0.011322,-0.005481,-0.503525,-0.024903,-0.046868,-0.744037,-0.011383,-0.082630,-0.903254,-0.011791,-0.099360,-1.010537,0.000241,-0.116761,-0.456834,-0.019426,-0.104441,-0.529457,-0.012660,-0.080066,-0.467985,0.001800,-0.064115,-0.402788,0.004879,-0.195478,-0.400032,-0.029030,-0.180357,-0.422726,0.002299,-0.146332,-0.361589,0.032475,-0.139789,-0.312853,0.050884
music,-0.004502,0.004956,-0.001773,0.119580,-0.145659,0.009132,0.152545,-0.289974,0.024827,0.093747,-0.387313,0.015431,0.008064,-0.446273,0.011089,0.097695,-0.481581,-0.007284,0.137070,-0.734200,-0.013556,0.128447,-0.884122,-0.009432,0.125715,-0.976519,-0.012016,-0.004568,-0.498448,-0.022617,-0.038684,-0.751698,-0.017969,-0.074961,-0.901105,-0.008557,-0.105951,-0.989981,-0.011290,-0.109172,-0.472746,-0.014376,-0.094059,-0.534106,-0.013782,-0.070542,-0.455350,-0.002365,-0.066729,-0.382048,0.014229,-0.182152,-0.390852,-0.018237,-0.158849,-0.428551,-0.001063,-0.138970,-0.363339,0.034735,-0.133735,-0.297174,0.053971
music,0.000695,0.004436,0.001041,0.121131,-0.144339,0.009308,0.142296,-0.278574,0.012695,0.083046,-0.404481,0.004335,0.016031,-0.437967,0.004685,0.103558,-0.494831,-0.017665,0.125994,-0.728034,-0.019803,0.135535,-0.868281,-0.019775,0.129475,-0.977159,-0.008535,-0.029003,-0.504156,-0.019912,-0.036820,-0.761652,-0.014809,-0.085781,-0.901388,-0.006986,-0.109530,-1.002166,-0.008644,-0.103513,-0.468336,-0.030238,-0.107881,-0.527709,-0.012779,-0.078499,-0.466389,-0.010694,-0.061491,-0.393713,0.010737,-0.184315,-0.400222,-0.020264,-0.176646,-0.412266,0.003592,-0.145257,-0.352886,0.022533,-0.137144,-0.311850,0.048321
